50015	超级霸王龙	1	100	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	260	0	0	260	0	0	260	0	-1	-1	6225	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50016	僵尸王将臣	1	80	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	60	0	0	60	0	1500	60	0	-1	-1	6226	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50017	怨念鬼灵	1	80	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	5000	1300	0	0	0	0	0	0	0	0	0	0	1500	0	0	-1	-1	6227	1	1	-1	100	100	set:FightNPCHeader7 image:FightNPCHeader7_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50018	九黎酋长	1	110	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	5000	1300	0	600	60	0	0	60	0	0	60	0	0	60	0	-1	-1	6228	1	1	-1	100	100	set:FightNPCHeader2 image:FightNPCHeader2_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	9	0	0	0			
50019	神·帝释天	1	119	408240	0	10	321	-1	9	40	3	0.1	-1	1	39846	34119	29423	34119	52182400	100000	0	0	16100	2110	160	160	3500	1300	0	0	60	0	0	60	0	600	60	0	0	60	0	-1	-1	3044	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	9	0	0	0			
50020	神·天帝护卫	1	70	408240	0	10	321	-1	9	40	3	0.1	-1	1	39846	34119	29423	34119	42182400	100000	0	0	16100	2110	160	160	1800	800	0	0	60	0	0	60	0	350	60	0	0	60	0	-1	-1	3258	1	1	-1	100	100	set:CommonNPCHeader24 image:CommonNPCHeader24_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50021	魔·蚩尤残魄	1	100	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	60	0	0	60	0	1500	120	0	-1	-1	3132	1	1	-1	100	100	set:CommonNPCHeader21 image:CommonNPCHeader21_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	9	0	0	0			
50022	魔·蚩尤护卫	1	80	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	60	0	0	60	0	700	80	0	-1	-1	3261	1	1	-1	100	100	set:FightNPCHeader14 image:FightNPCHeader14_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50023	超级暴龙王	1	100	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	19423	14119	38182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	260	0	0	260	0	0	260	0	-1	-1	6229	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	4	9	0	0	0			
50024	神·天帝护卫	1	70	408240	0	10	321	-1	9	40	3	0.1	-1	1	39846	34119	29423	34119	42182400	100000	0	0	16100	2110	160	160	1800	800	0	0	60	0	0	60	0	350	60	0	0	60	0	-1	-1	3258	1	1	-1	100	100	set:CommonNPCHeader24 image:CommonNPCHeader24_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50025	魔·蚩尤护卫	1	80	408240	0	10	321	-1	9	40	3	0.1	-1	1	9846	14119	10423	14119	18182400	100000	0	0	16100	2110	160	160	3500	1500	0	0	60	0	0	60	0	0	60	0	700	80	0	-1	-1	3261	1	1	-1	100	100	set:FightNPCHeader14 image:FightNPCHeader14_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	9	0	0	0			
50026	耶律连城·重楼	0	95	150208	0	10	0	-1	9	40	3	0.1	-1	1	19846	19119	19423	19119	41636800	10000	0	0	50237	2319	108	22	3500	1300	0	0	60	0	0	60	0	500	60	0	0	60	0	-1	-1	2995	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	2	4	0	0	0			
50027	迦叶尊者·重楼	0	95	150208	0	10	0	-1	9	40	3	0.1	-1	1	19846	19119	19423	19119	41636800	10000	0	0	51745	2435	114	23	3500	1300	0	0	60	0	0	60	0	500	60	0	0	60	0	-1	-1	3042	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	4	0	0	0			
50028	紧那罗王·重楼	0	95	150208	0	10	0	-1	9	40	3	0.1	-1	1	19846	19119	19423	19119	41636800	10000	0	0	53297	2557	119	24	3500	1300	0	0	60	0	0	60	0	500	60	0	0	60	0	-1	-1	3046	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	4	0	0	0			
50029	迦楼罗王·重楼	0	95	150208	0	10	0	-1	9	40	3	0.1	-1	1	19846	19119	19423	19119	41636800	10000	0	0	54896	2685	125	26	3500	1300	0	0	60	0	0	60	0	500	60	0	0	60	0	-1	-1	3045	1	1	-1	100	100	set:FightNPCHeader13 image:FightNPCHeader13_7	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	4	0	0	0			
